815.339416504	0.715000000	6.908113429
817.083923340	-0.150000000	-1.389048144
818.828369141	0.940000000	8.596903542
820.572937012	1.045000000	8.808199410
822.317443848	0.650000000	5.702408172
824.061950684	0.960000000	8.587155835
825.806457520	0.370000000	3.171731604
827.551025391	-0.850000000	-7.262041176
829.295532227	-0.500000000	-4.128440305
831.040100098	-0.235000000	-1.974053870
832.784606934	0.985000000	8.133027402
834.529113770	1.490000000	11.875573218
836.273681641	1.675000000	12.581708528
838.018249512	0.135000000	1.025659388
839.762817383	0.650000000	4.584288923
841.507324219	2.840000000	19.215596044
843.251892090	2.105000000	15.811639673
844.996459961	-0.385000000	-2.516628403
846.741088867	0.425000000	2.534403632
848.485534668	1.355000000	8.157970062
850.230163574	0.930000000	5.465882946
851.974731445	-0.080000000	-0.438073388
853.719360352	0.490000000	2.374139873
855.463928223	0.150000000	0.722477053
857.208496094	1.890000000	8.507167304
858.953063965	1.485000000	6.343606557
860.697631836	1.660000000	6.948394392
862.442260742	1.680000000	6.068807249
864.186767578	0.510000000	1.827694927
865.931396484	1.440000000	4.830275157
867.675964355	2.550000000	8.114965475
869.420593262	0.315000000	0.939220169
871.165161133	2.335000000	6.828268247
872.909729004	1.170000000	3.140826043
874.654296875	-0.810000000	-2.100800456
876.398925781	0.385000000	0.917113475
878.143493652	0.965000000	2.231841896
879.888061523	0.685000000	1.470960887
881.632690430	1.215000000	2.596909193
883.377258301	0.990000000	1.913186325
885.121948242	-0.390000000	-0.727660826
886.866455078	0.390000000	0.685835340
888.611083984	-0.810000000	-1.351717669
890.355651855	-0.995000000	-1.534579235
892.100280762	0.680000000	0.989828884
893.844848633	1.195000000	1.554411301
895.589416504	2.430000000	2.639984565
897.333984375	1.580000000	0.738301193
899.078613281	1.490000000	0.206715284
900.823181152	3.270000000	0.208654684
902.567749023	3.405000000	0.133677487
904.312377930	2.270000000	0.066811410
906.056945801	4.715000000	0.118383267
907.801452637	2.535000000	0.057599371
909.546081543	2.945000000	0.062774346
911.290649414	3.875000000	0.078060141
913.035278320	4.625000000	0.089156951
914.779907227	3.625000000	0.067118204
916.524353027	4.065000000	0.072760818
918.268920898	4.475000000	0.076967305
920.013549805	4.555000000	0.075343068
