927.333618164	15.149965682	0.003030600
928.031982422	11.726140680	0.002340346
928.730407715	11.269274498	0.002217983
929.428771973	12.565144011	0.002224875
930.127197266	14.651617688	0.002152803
930.825561523	16.649636866	0.002226738
931.523925781	16.876442523	0.002176598
932.222290039	17.845804966	0.002192892
932.920715332	17.881578148	0.002110295
933.619079590	17.666647316	0.002016510
934.317443848	16.339220487	0.001770924
935.015869141	16.517287416	0.001732515
935.714233398	16.290840714	0.001643704
936.412658691	16.963080441	0.001664386
937.110961914	16.252814010	0.001549165
937.809387207	16.870548501	0.001569299
938.507690430	18.105087203	0.001627572
939.206115723	19.569605971	0.001715890
939.904418945	18.774425716	0.001611993
940.602844238	19.575722953	0.001643554
941.301147461	19.191515036	0.001580365
941.999572754	20.159828430	0.001623928
942.697937012	20.534345620	0.001623065
943.396301270	22.565974856	0.001757999
944.094665527	23.820250355	0.001813529
944.792968750	24.945662988	0.001859401
945.491394043	25.069930998	0.001839211
946.189697266	25.677709578	0.001846595
946.888000488	26.286768311	0.001865439
947.586364746	28.261845271	0.001990661
948.284729004	28.748002527	0.002000117
948.983032227	30.107589827	0.002059898
949.681396484	30.026027985	0.002029506
950.379760742	32.367607483	0.002165763
951.078125000	33.559878178	0.002226259
951.776489258	36.646081630	0.002409184
952.474792480	38.901834224	0.002510320
953.173156738	40.901266572	0.002600150
953.871459961	42.566789117	0.002676324
954.569824219	45.214801986	0.002822270
955.268066406	47.519958447	0.002955184
955.966430664	50.099284031	0.003097741
956.664733887	53.047063656	0.003216511
957.363098145	56.396103995	0.003381539
958.061401367	59.467679590	0.003530764
958.759704590	62.196029999	0.003659093
959.458068848	66.350816355	0.003876501
960.156372070	69.862780553	0.004060637
960.854675293	71.713457428	0.004107683
961.552978516	72.261154311	0.004085681
962.251281738	73.539600693	0.004130916
962.949584961	76.306359581	0.004253201
963.647949219	79.259169253	0.004383769
964.346191406	82.517299111	0.004503686
965.044494629	81.906078290	0.004422202
965.742797852	81.684454162	0.004382575
966.441101074	81.206406514	0.004339721
967.139465332	83.092755115	0.004391767
967.837707520	83.067986470	0.004363042
968.536010742	83.523800278	0.004348101
969.234252930	82.258916622	0.004241089
969.932617187	81.424694874	0.004176819
970.630859375	80.018950506	0.004092998
971.329101562	81.940847225	0.004156980
972.027404785	83.424417201	0.004208302
972.725708008	83.895415965	0.004199056
973.423950195	82.332498502	0.004090641
974.122253418	82.881833674	0.004086940
974.820556641	84.213512741	0.004119908
