930.69458	3.33152
931.38519	3.18017
932.07574	2.87613
932.76630	2.64235
933.45685	2.24776
934.14740	1.98019
934.83789	1.55858
935.52838	1.80452
936.21887	1.71126
936.90930	1.83830
937.59973	1.75586
938.29016	1.91261
938.98053	1.99503
939.67090	2.21395
940.36127	2.12206
941.05157	2.23964
941.74188	2.29642
942.43219	2.23153
943.12250	2.11668
943.81274	2.42884
944.50299	2.89912
945.19318	3.16262
945.88336	3.22072
946.57355	3.02073
947.26373	2.93830
947.95386	2.74912
948.64398	2.87478
949.33411	3.30991
950.02417	3.91802
950.71423	4.40181
951.40430	4.27614
952.09436	4.32345
952.78436	4.28155
953.47437	4.28154
954.16431	4.60452
954.85425	5.33291
955.54419	6.10451
956.23413	6.90991
956.92401	7.05586
957.61389	7.52612
958.30377	8.57748
958.99359	9.33154
959.68341	10.26396
960.37317	11.70992
961.06299	13.04101
961.75275	13.89911
962.44250	14.74640
963.13220	15.43290
963.82190	16.44776
964.51160	17.50992
965.20123	18.67613
965.89087	20.12613
966.58051	21.64910
967.27014	22.95451
967.95972	24.13154
968.64929	25.16938
969.33887	25.92613
970.02838	26.43019
970.71790	27.17885
971.40735	27.83830
972.09686	28.74505
972.78632	29.88694
973.47571	30.83829
974.16516	31.80180
974.85455	32.76803
975.54388	33.84912
976.23328	35.07342
976.92261	37.35044
977.61194	39.30586
978.30121	41.46262
978.99048	43.88694
979.67975	46.81531
980.36902	49.95856
981.05823	52.73558
981.74744	56.74776
982.43658	60.68560
983.12573	63.63290
983.81488	66.54101
984.50403	69.08694
985.19312	72.65180
985.88220	75.02071
986.57129	77.01397
987.26031	78.43424
987.94934	80.14369
988.63837	81.45316
989.32733	82.22613
990.01630	81.80992
990.70526	80.72614
991.39417	79.45587
992.08307	77.67884
992.77197	75.77750
993.46088	72.66667
994.14972	69.58827
994.83856	66.60044
995.52734	63.40991
996.21613	60.71938
996.90491	57.79911
997.59369	54.12208
998.28241	50.86938
998.97113	48.35181
999.65979	45.36804
1000.34845	42.80316
1001.03711	40.27208
1001.72577	37.99506
1002.41437	35.87345
1003.10297	34.20317
1003.79156	31.91938
1004.48010	30.23155
1005.16864	28.82613
1005.85718	27.65721
1006.54565	26.40315
1007.23413	24.60587
1007.92261	23.61262
1008.61102	22.53559
1009.29944	21.64370
1009.98785	20.44640
1010.67627	19.82072
1011.36462	19.40180
1012.05292	18.70045
1012.74127	18.24234
1013.42957	17.91262
1014.11786	17.63560
1014.80609	17.56803
1015.49432	17.13153
1016.18256	16.77208
1016.87079	16.32071
1017.55896	16.03018
1018.24713	15.84912
1018.93524	15.61128
1019.62335	14.99776
1020.31146	14.68830
1020.99957	14.80317
1021.68762	15.17209
1022.37567	15.30450
1023.06372	15.17613
1023.75171	15.33963
1024.43970	15.43831
1025.12769	15.66669
1025.81555	15.85588
1026.50354	16.32885
1027.19141	16.85183
1027.87927	17.52480
1028.56714	18.12886
1029.25500	18.81532
1029.94287	19.13965
1030.63062	19.52209
1031.31848	19.88964
1032.00623	20.71532
1032.69397	21.95721
1033.38171	22.56802
1034.06934	24.02477
1034.75708	25.29910
1035.44470	26.57750
1036.13232	27.06398
1036.82007	27.49507
1037.50757	28.09370
1038.19519	28.93560
1038.88281	29.76127
1039.57031	30.39101
1040.25781	30.80317
1040.94531	31.28965
1041.63281	31.37208
1042.32031	31.06936
1043.00769	30.57479
1043.69519	30.27614
1044.38257	30.07884
1045.06995	29.80450
1045.75732	28.82207
1046.44470	27.63287
1047.13196	26.60314
1047.81934	25.88289
1048.50659	24.94234
1049.19385	24.02612
1049.88110	22.93965
1050.56836	22.18153
1051.25549	21.42885
1051.94275	20.31126
1052.62988	19.24774
1053.31702	18.53693
1054.00415	18.00720
1054.69128	17.55721
1055.37830	16.57478
1056.06543	15.50720
1056.75244	14.80316
1057.43945	14.43018
1058.12646	14.12613
1058.81348	13.51397
1059.50049	13.10721
1060.18738	13.02477
1060.87427	13.13019
1061.56116	13.12208
1062.24805	13.09505
1062.93494	12.88290
1063.62183	12.45993
1064.30859	12.04777
1064.99548	11.91667
1065.68225	11.90451
1066.36902	11.90991
1067.05566	11.72207
1067.74243	11.78155
1068.42908	11.63289
1069.11584	11.56802
1069.80249	11.50856
1070.48914	11.38018
1071.17578	11.48289
1071.86230	11.51667
1072.54895	11.77072
1073.23547	11.87749
1073.92200	11.65451
1074.60852	11.18830
1075.29504	11.26667
1075.98157	11.68966
1076.66797	12.08966
1077.35437	11.98561
1078.04077	11.56668
1078.72717	11.29236
1079.41357	11.36262
1080.09998	11.65721
1080.78625	11.51937
1081.47266	11.38830
1082.15894	10.81534
1082.84521	10.48830
1083.53137	9.96803
1084.21765	9.92478
1084.90393	10.06262
1085.59009	10.12344
1086.27625	10.15993
1086.96240	10.13424
1087.64856	10.19910
1088.33459	10.08019
1089.02075	9.59912
1089.70679	9.37074
1090.39282	9.44913
1091.07886	9.43966
1091.76489	9.35451
1092.45081	9.35452
1093.13684	9.42072
1093.82275	9.35045
1094.50867	9.26532
1095.19458	9.40316
1095.88049	9.54504
1096.56641	9.41937
1097.25220	9.50990
1097.93799	9.61261
1098.62378	9.93020
1099.30957	10.33695
1099.99536	10.37344
1100.68115	10.56126
1101.36682	10.98694
1102.05249	11.21802
1102.73816	11.08559
1103.42383	11.06398
1104.10950	11.76804
1104.79517	12.41397
1105.48071	12.79911
1106.16626	13.35991
1106.85181	13.93154
1107.53735	14.49236
1108.22290	15.29912
1108.90845	16.26532
1109.59387	16.83695
1110.27930	17.39911
1110.96472	18.00316
1111.65015	18.98019
1112.33557	20.00587
1113.02100	20.73695
1113.70630	21.48695
1114.39160	22.45856
1115.07690	23.53290
1115.76221	24.19644
1116.44751	24.48967
1117.13269	25.20182
1117.81799	26.20722
1118.50317	27.30454
1119.18835	28.31939
1119.87354	29.57344
1120.55859	30.75857
1121.24377	31.26937
1121.92883	31.71939
1122.61389	32.29371
1123.29895	33.06937
1123.98401	33.65722
1124.66907	33.81939
1125.35400	34.11533
1126.03906	34.43829
1126.72400	35.11262
1127.40894	35.09099
1128.09387	35.24371
1128.77869	35.54912
1129.46362	35.75451
1130.14844	35.61668
1130.83325	35.34100
1131.51807	34.89101
1132.20288	34.10858
1132.88770	34.06396
1133.57239	34.39100
1134.25708	35.07207
1134.94177	35.80723
1135.62646	36.21532
1136.31116	36.96801
1136.99585	37.37342
1137.68042	37.89237
1138.36499	37.77209
1139.04956	38.01532
1139.73413	38.23829
1140.41870	38.78151
1141.10315	38.79910
1141.78772	38.87750
1142.47217	38.99373
1143.15662	39.14235
1143.84106	39.07209
1144.52551	39.95857
1145.20984	40.10721
1145.89429	40.47614
1146.57861	40.73697
1147.26294	41.01532
1147.94727	41.24909
1148.63147	41.35315
1149.31580	41.04233
1150.00000	40.39911
1150.68420	40.31803
1151.36841	39.88831
1152.05261	39.67614
1152.73682	39.20724
1153.42090	38.29370
1154.10498	37.61802
1154.78906	36.93154
1155.47314	36.27613
1156.15723	35.13828
1156.84131	34.23424
1157.52527	33.17205
1158.20923	32.14234
1158.89319	31.24370
1159.57715	30.02612
1160.26111	28.69234
1160.94507	27.66127
1161.62891	26.86665
1162.31274	26.18153
1162.99658	25.43154
1163.68042	24.80586
1164.36426	24.20044
1165.04797	23.44504
1165.73181	22.78424
1166.41553	22.27343
1167.09924	21.61801
1167.78284	20.41804
1168.46655	19.76803
1169.15027	19.46532
1169.83386	19.16263
1170.51746	18.71398
1171.20105	17.87207
1171.88464	17.42612
1172.56812	17.09775
1173.25171	16.84235
1173.93518	16.24370
1174.61865	16.10856
1175.30212	16.12343
1175.98560	15.90452
1176.66895	15.30045
1177.35242	14.87342
1178.03577	14.84234
1178.71912	14.78828
1179.40247	14.34235
1180.08569	14.41803
1180.76904	14.23291
1181.45227	14.05992
1182.13550	13.69774
1182.81873	13.35179
1183.50195	12.99640
1184.18518	13.00991
1184.86829	12.73152
1185.55139	12.15854
1186.23450	11.43963
1186.91760	11.27478
1187.60071	11.24505
1188.28381	11.31261
1188.96680	11.32747
1189.64978	10.88829
1190.33276	10.52480
1191.01575	10.39236
1191.69873	10.54505
1192.38159	10.41396
1193.06458	10.01803
1193.74744	9.58695
1194.43030	9.53695
1195.11316	9.37750
1195.79590	9.13291
1196.47876	9.05183
1197.16150	8.82477
1197.84424	8.68695
1198.52698	8.42073
1199.20972	8.43289
1199.89233	8.41261
1200.57507	8.45316
1201.25769	8.24372
1201.94031	8.02754
1202.62292	7.90993
1203.30554	7.84371
1203.98804	7.52073
1204.67065	7.28831
1205.35315	6.91399
1206.03564	6.85182
1206.71814	6.94235
1207.40051	6.94910
1208.08301	6.79504
1208.76538	6.55315
1209.44775	6.29504
1210.13013	6.23695
1210.81250	6.50721
1211.49475	6.57883
1212.17712	6.50179
1212.85938	6.46668
1213.54163	6.47342
1214.22388	6.09098
1214.90601	5.58423
1215.58826	5.44235
1216.27039	5.52345
1216.95251	5.29912
1217.63464	5.21534
1218.31677	5.34911
1218.99890	5.15047
1219.68091	5.22885
1220.36304	4.98288
1221.04504	5.16260
1221.72705	5.15993
1222.40894	5.19778
1223.09094	5.00182
1223.77283	5.12344
1224.45471	5.32886
1225.13660	5.17752
1225.81848	4.88156
1226.50037	4.79639
1227.18213	4.66129
1227.86401	4.51669
1228.54578	4.53965
1229.22754	4.45452
1229.90918	4.98288
1230.59094	4.85854
1231.27258	4.93966
1231.95435	4.71803
1232.63599	4.86263
1233.31763	4.57614
1233.99915	4.41261
1234.68079	4.18285
1235.36230	4.17070
1236.04382	4.06936
1236.72534	3.97748
1237.40686	3.80182
1238.08838	4.05859
1238.76978	4.02749
1239.45117	3.97076
1240.13257	4.30046
1240.81396	4.57210
1241.49536	4.77751
1242.17676	4.93830
1242.85803	4.80049
1243.53931	4.67343
1244.22058	4.32616
1244.90186	3.98832
1245.58313	3.97209
1246.26428	4.18289
1246.94543	4.47613
1247.62659	4.67345
1248.30774	4.85049
1248.98889	4.93425
1249.67004	4.75856
1250.35107	4.55453
1251.03210	4.68019
1251.71313	4.52070
1252.39417	4.46799
1253.07520	4.41259
1253.75610	4.89640
1254.43713	5.20315
1255.11804	5.09504
1255.79895	4.69097
1256.47974	4.70313
1257.16064	5.05044
1257.84143	5.27478
1258.52222	5.31530
1259.20300	5.57073
1259.88379	5.91938
1260.56458	6.18426
1261.24524	5.94099
1261.92603	5.92880
1262.60669	6.19232
1263.28735	6.63152
1263.96802	6.82885
1264.64856	6.66262
1265.32922	6.80045
1266.00977	6.90993
1266.69031	7.35186
1267.37085	7.75861
1268.05127	8.09508
1268.73181	8.18967
1269.41223	8.22481
1270.09265	8.03018
1270.77307	8.19233
1271.45349	8.11534
1272.13391	8.14775
1272.81421	8.17613
1273.49451	8.32072
1274.17480	8.11260
1274.85510	8.14773
1275.53540	8.37745
1276.21558	8.58559
1276.89587	8.58017
1277.57605	8.50857
1278.25623	8.54237
1278.93628	8.62342
1279.61646	8.64776
1280.29651	8.64237
1280.97656	8.57884
1281.65674	8.30721
1282.33667	7.98423
1283.01672	7.88154
1283.69678	8.03157
1284.37671	7.97883
1285.05664	8.26126
1285.73657	8.24238
1286.41650	8.32887
1287.09631	8.45588
1287.77625	8.30452
1288.45605	8.06399
1289.13586	7.79778
1289.81567	7.87617
1290.49536	7.87751
1291.17517	7.76532
1291.85486	7.75450
1292.53455	7.92745
1293.21423	8.03422
1293.89392	7.49367
1294.57349	7.15450
1295.25317	6.95182
1295.93274	6.83694
1296.61230	6.44505
1297.29187	6.40318
1297.97131	6.38832
1298.65088	6.59776
1299.33032	6.44641
1300.00977	6.32477
1300.68921	5.87209
1301.36865	5.70858
1302.04797	5.73560
1302.72729	5.93693
1303.40674	6.00992
1304.08594	6.15186
1304.76526	5.98427
1305.44458	6.03964
1306.12378	5.91537
1306.80298	6.00183
1307.48230	5.66535
1308.16138	5.83967
1308.84058	6.09507
1309.51978	6.05588
1310.19885	5.87481
1310.87793	5.71670
1311.55701	5.59775
1312.23608	5.44234
1312.91504	5.17884
1313.59412	5.13963
1314.27307	5.02614
1314.95203	4.92883
1315.63098	4.53827
1316.30981	4.22208
1316.98877	4.35721
1317.66760	4.57613
1318.34644	4.77343
1319.02527	4.94775
1319.70410	4.73964
1320.38281	4.73422
1321.06152	4.54908
1321.74036	4.54505
1322.41907	4.72209
1323.09766	4.51532
1323.77637	4.32344
1324.45496	4.26263
1325.13367	4.30722
1325.81226	4.50184
1326.49072	4.45453
1327.16931	4.10992
1327.84790	3.91264
1328.52637	3.74506
1329.20483	3.28289
1329.88330	3.30722
1330.56177	3.71398
1331.24011	3.68695
1331.91858	3.65452
1332.59692	3.77883
1333.27527	3.70317
1333.95361	3.72613
1334.63184	3.39098
1335.31018	3.10587
1335.98840	2.80318
1336.66663	2.69100
1337.34485	2.52615
1338.02295	2.55046
1338.70117	2.63828
1339.37927	2.89368
1340.05737	2.80319
1340.73547	2.77753
1341.41357	2.58564
1342.09155	2.37483
1342.76965	2.17216
1343.44763	2.40321
1344.12561	2.58022
1344.80359	2.81127
1345.48145	2.48965
1346.15942	1.98833
1346.83728	1.88293
1347.51514	1.98294
1348.19299	1.94916
1348.87085	2.00452
1349.54858	2.22612
1350.22632	2.19098
1350.90417	2.12883
1351.58179	2.05449
